"From (address)"|"From (display)"|"Sent on behalf of (address)"|"Date Sent"|"Subject"|"Body"|"Body HTML"
|"Stifel"||"9/17/2014 8:25:00 AM"|"United Technologies Corporation (NYSE: UTX) rated to Hold with price target $118 by Stifel"|"Stifel rated United Technologies Corporation (NYSE: UTX) to Hold with price target $118. 
Rated Date: 9/17/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143798> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Stifel rated United Technologies Corporation (NYSE: UTX) to Hold with price target $118. <br />Rated Date: 9/17/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143798"">View article...</A></p></body></html>"
|"Stifel"||"9/17/2014 8:25:00 AM"|"Oncolytics Biotech, Inc. (NASDAQ: ONCY) rated to Hold  by Stifel"|"Stifel rated Oncolytics Biotech, Inc. (NASDAQ: ONCY) to Hold
Rated Date: 9/17/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143795> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Stifel rated Oncolytics Biotech, Inc. (NASDAQ: ONCY) to Hold<br />Rated Date: 9/17/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143795"">View article...</A></p></body></html>"
|"CRT Capital"||"9/18/2014 9:25:00 AM"|"Alibaba.com (BABA) rated to Buy with price target $95 by CRT Capital"|"CRT Capital rated Alibaba.com (BABA) to Buy with price target $95
Rated Date: 9/18/2014 9:25:00 AM	


View article... <http://www.gainerstoday.com/article-143837> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>CRT Capital rated Alibaba.com (BABA) to Buy with price target $95<br />Rated Date: 9/18/2014 9:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143837"">View article...</A></p></body></html>"
|"Canaccord Genuity"||"9/18/2014 9:25:00 AM"|"MEDIVATION INC (NASDAQ: MDVN) rated to Buy with price target $132 by Canaccord Genuity"|"Canaccord Genuity rated MEDIVATION INC (NASDAQ: MDVN) to Buy with price target $132
Rated Date: 9/18/2014 9:25:00 AM	


View article... <http://www.gainerstoday.com/article-143835> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Canaccord Genuity rated MEDIVATION INC (NASDAQ: MDVN) to Buy with price target $132<br />Rated Date: 9/18/2014 9:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143835"">View article...</A></p></body></html>"
|"Telsey Advisory Group"||"9/18/2014 8:25:00 AM"|"Pier 1 Imports, Inc. (NYSE: PIR) rated to Market Perform with price target $15 by Telsey Advisory Group"|"Telsey Advisory Group rated Pier 1 Imports, Inc. (NYSE: PIR) to Market Perform with price target $15
Rated Date: 9/18/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143833> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Telsey Advisory Group rated Pier 1 Imports, Inc. (NYSE: PIR) to Market Perform with price target $15<br />Rated Date: 9/18/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143833"">View article...</A></p></body></html>"
|"Needham"||"9/18/2014 8:25:00 AM"|"Oncolytics Biotech, Inc. (NASDAQ: ONCY) rated to Buy with price target $4 by Needham"|"Needham rated Oncolytics Biotech, Inc. (NASDAQ: ONCY) to Buy with price target $4
Rated Date: 9/18/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143831> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Needham rated Oncolytics Biotech, Inc. (NASDAQ: ONCY) to Buy with price target $4<br />Rated Date: 9/18/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143831"">View article...</A></p></body></html>"
|"Mizuho"||"9/18/2014 8:25:00 AM"|"Hudson Pacific Properties Inc (NYSE: HPP) rated to Neutral with price target $27 by Mizuho"|"Mizuho rated Hudson Pacific Properties Inc (NYSE: HPP) to Neutral with price target $27. 
Rated Date: 9/18/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143828> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Mizuho rated Hudson Pacific Properties Inc (NYSE: HPP) to Neutral with price target $27. <br />Rated Date: 9/18/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143828"">View article...</A></p></body></html>"
|"HC Wainwright"||"9/18/2014 8:25:00 AM"|"Novatel Wireless, Inc. (NASDAQ: NVTL) rated to Buy with price target $4 by HC Wainwright"|"HC Wainwright rated Novatel Wireless, Inc. (NASDAQ: NVTL) to Buy with price target $4
Rated Date: 9/18/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143827> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>HC Wainwright rated Novatel Wireless, Inc. (NASDAQ: NVTL) to Buy with price target $4<br />Rated Date: 9/18/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143827"">View article...</A></p></body></html>"
|"HC Wainwright"||"9/18/2014 8:25:00 AM"|"Fusion Telecommunications Int'l, Inc. (NASDAQ: FSNN) rated to Buy with price target $6 by HC Wainwright"|"HC Wainwright rated Fusion Telecommunications Int'l, Inc. (NASDAQ: FSNN) to Buy with price target $6. 
Rated Date: 9/18/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143826> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>HC Wainwright rated Fusion Telecommunications Int'l, Inc. (NASDAQ: FSNN) to Buy with price target $6. <br />Rated Date: 9/18/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143826"">View article...</A></p></body></html>"
|"B. Riley & Co"||"9/18/2014 8:25:00 AM"|"Vince Holding Corp. Common Stoc (NYSE: VNCE) rated to Buy with price target $44 by B. Riley & Co"|"B. Riley & Co rated Vince Holding Corp. Common Stoc (NYSE: VNCE) to Buy with price target $44
Rated Date: 9/18/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143825> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>B. Riley & Co rated Vince Holding Corp. Common Stoc (NYSE: VNCE) to Buy with price target $44<br />Rated Date: 9/18/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143825"">View article...</A></p></body></html>"
|"Argus"||"9/18/2014 8:25:00 AM"|"DISCOVERY COMM A (NASDAQ: DISCA) rated to Buy with price target $51 by Argus"|"Argus rated DISCOVERY COMM A (NASDAQ: DISCA) to Buy with price target $51. 
Rated Date: 9/18/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143824> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Argus rated DISCOVERY COMM A (NASDAQ: DISCA) to Buy with price target $51. <br />Rated Date: 9/18/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143824"">View article...</A></p></body></html>"
|"Stifel"||"9/18/2014 8:25:00 AM"|"Boston Properties, Inc. (NYSE: BXP) rated to Buy with price target $130 by Stifel"|"Stifel rated Boston Properties, Inc. (NYSE: BXP) to Buy with price target $130. 
Rated Date: 9/18/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143822> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Stifel rated Boston Properties, Inc. (NYSE: BXP) to Buy with price target $130. <br />Rated Date: 9/18/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143822"">View article...</A></p></body></html>"
|"Clarkson Capital"||"9/18/2014 10:25:00 AM"|"Seaspan Corporation (NYSE: SSW) rated to Buy  by Clarkson Capital"|"Clarkson Capital rated Seaspan Corporation (NYSE: SSW) to Buy. 
Rated Date: 9/18/2014 10:25:00 AM	


View article... <http://www.gainerstoday.com/article-143848> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Clarkson Capital rated Seaspan Corporation (NYSE: SSW) to Buy. <br />Rated Date: 9/18/2014 10:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143848"">View article...</A></p></body></html>"
|"Clarkson Capital"||"9/18/2014 10:25:00 AM"|"Stealthgas, Inc. (NASDAQ: GASS) rated to Hold  by Clarkson Capital"|"Clarkson Capital rated Stealthgas, Inc. (NASDAQ: GASS) to Hold. 
Rated Date: 9/18/2014 10:25:00 AM	


View article... <http://www.gainerstoday.com/article-143846> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Clarkson Capital rated Stealthgas, Inc. (NASDAQ: GASS) to Hold. <br />Rated Date: 9/18/2014 10:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143846"">View article...</A></p></body></html>"
|"Clarkson Capital"||"9/18/2014 10:25:00 AM"|"Teekay Shipping Corporation (NYSE: TK) rated to Buy  by Clarkson Capital"|"Clarkson Capital rated Teekay Shipping Corporation (NYSE: TK) to Buy
Rated Date: 9/18/2014 10:25:00 AM	


View article... <http://www.gainerstoday.com/article-143845> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Clarkson Capital rated Teekay Shipping Corporation (NYSE: TK) to Buy<br />Rated Date: 9/18/2014 10:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143845"">View article...</A></p></body></html>"
|"Clarkson Capital"||"9/18/2014 10:25:00 AM"|"Tsakos Energy Navigation Ltd (NYSE: TNP) rated to Buy  by Clarkson Capital"|"Clarkson Capital rated Tsakos Energy Navigation Ltd (NYSE: TNP) to Buy. 
Rated Date: 9/18/2014 10:25:00 AM	


View article... <http://www.gainerstoday.com/article-143844> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Clarkson Capital rated Tsakos Energy Navigation Ltd (NYSE: TNP) to Buy. <br />Rated Date: 9/18/2014 10:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143844"">View article...</A></p></body></html>"
|"Clarkson Capital"||"9/18/2014 10:25:00 AM"|"Knightsbridge Tankers, (NASDAQ: VLCCF) rated to Buy  by Clarkson Capital"|"Clarkson Capital rated Knightsbridge Tankers, (NASDAQ: VLCCF) to Buy
Rated Date: 9/18/2014 10:25:00 AM	


View article... <http://www.gainerstoday.com/article-143843> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Clarkson Capital rated Knightsbridge Tankers, (NASDAQ: VLCCF) to Buy<br />Rated Date: 9/18/2014 10:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143843"">View article...</A></p></body></html>"
|"Clarkson Capital"||"9/18/2014 10:25:00 AM"|"NAVIGATOR HOLDINGS (NYSE: NVGS) rated to Buy  by Clarkson Capital"|"Clarkson Capital rated NAVIGATOR HOLDINGS (NYSE: NVGS) to Buy with today's price of $31.65. 
Rated Date: 9/18/2014 10:25:00 AM	


View article... <http://www.gainerstoday.com/article-143842> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Clarkson Capital rated NAVIGATOR HOLDINGS (NYSE: NVGS) to Buy with today's price of $31.65. <br />Rated Date: 9/18/2014 10:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143842"">View article...</A></p></body></html>"
|"Clarkson Capital"||"9/18/2014 10:25:00 AM"|"Nordic American Tanker Shipping (NYSE: NAT) rated to Buy  by Clarkson Capital"|"Clarkson Capital rated Nordic American Tanker Shipping (NYSE: NAT) to Buy
Rated Date: 9/18/2014 10:25:00 AM	


View article... <http://www.gainerstoday.com/article-143841> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Clarkson Capital rated Nordic American Tanker Shipping (NYSE: NAT) to Buy<br />Rated Date: 9/18/2014 10:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143841"">View article...</A></p></body></html>"
|"Clarkson Capital"||"9/18/2014 10:25:00 AM"|"Ship Finance International (NYSE: SFL) rated to Buy  by Clarkson Capital"|"Clarkson Capital rated Ship Finance International (NYSE: SFL) to Buy. 
Rated Date: 9/18/2014 10:25:00 AM	


View article... <http://www.gainerstoday.com/article-143840> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Clarkson Capital rated Ship Finance International (NYSE: SFL) to Buy. <br />Rated Date: 9/18/2014 10:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143840"">View article...</A></p></body></html>"
|"Clarkson Capital"||"9/18/2014 10:25:00 AM"|"TEEKAY TANKERS LTD (NYSE: TNK) rated to Hold  by Clarkson Capital"|"Clarkson Capital rated TEEKAY TANKERS LTD (NYSE: TNK) to Hold
Rated Date: 9/18/2014 10:25:00 AM	


View article... <http://www.gainerstoday.com/article-143839> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Clarkson Capital rated TEEKAY TANKERS LTD (NYSE: TNK) to Hold<br />Rated Date: 9/18/2014 10:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143839"">View article...</A></p></body></html>"
|"Dougherty & Company  "||"9/18/2014 11:25:00 AM"|"Sajan, Inc. (NASDAQ: SAJA) rated to Buy with price target $8.25 by Dougherty & Company  "|"Dougherty & Company rated Sajan, Inc. (NASDAQ: SAJA) to Buy with price target $8.25
Rated Date: 9/18/2014 11:25:00 AM	


View article... <http://www.gainerstoday.com/article-143851> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Dougherty & Company   rated Sajan, Inc. (NASDAQ: SAJA) to Buy with price target $8.25<br />Rated Date: 9/18/2014 11:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143851"">View article...</A></p></body></html>"
|"Topeka Capital Markets"||"9/19/2014 3:25:00 PM"|"American Eagle Outfitters Inc (NYSE: AEO) rated to Buy with price target $17 by Topeka Capital Markets"|"Topeka Capital Markets rated American Eagle Outfitters Inc (NYSE: AEO) to Buy with price target $17 with today's price of $14.44. 
Rated Date: 9/19/2014 3:25:00 PM	


View article... <http://www.gainerstoday.com/article-143886> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Topeka Capital Markets rated American Eagle Outfitters Inc (NYSE: AEO) to Buy with price target $17 with today's price of $14.44. <br />Rated Date: 9/19/2014 3:25:00 PM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143886"">View article...</A></p></body></html>"
